33	mbamudzudzumika	909	ok	++++|[mn]b+?a+?[mn]u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]b+?a+?[mn]u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]b+?a+?[mn]u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]b+?a+?[mn]u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]b+?a+?[mn]u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]b+?a+?[mn]u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]ba+?[mn]+?u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]ba+?[mn]+?u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]ba+?[mn]+?u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]ba+?[mn]+?u+?(dz)u(dz)u[mn]ik+?a;++++|[mn]ba+?[mn]u+?[(^0)(*0)(&0)∅]?+?(dz)u(dz)u[mn]ik+?a;++++|[mn]ba+?[mn]u+?[(^0)(*0)(&0)∅]?+?(dz)u(dz)u[mn]ik+?a;+++|[mn]ba+?[mn]u+?(dz)u(dz)u[mn]ik+?a;+++|[mn]ba+?[mn]u+?(dz)u(dz)u[mn]ik+?a
34	kuntunda	28	ok	++|ku+?[mn]+?tu[mn]da;++|ku+?[mn]+?tu[mn]da;++|ku+?[mn]+?tu[mn]da;++|ku+?[mn]+?tu[mn]da
35	mbikhonda	29	ok	++++|[mn]b+?i+?[(^0)(*0)(&0)∅]?+?(kh)o[mn]d+?a;++++|[mn]b+?i+?[(^0)(*0)(&0)∅]?+?(kh)o[mn]d+?a;+++|[mn]b+?i+?(kh)o[mn]d+?a;+++|[mn]b+?i+?(kh)o[mn]d+?a
36	wanga	10	ok	++|w+?a+?[mn]ga;++|w+?a+?[mn]ga
37	ndikucitireni	1244	ok	+++++|[mn]di+?ku+?cit+?ir+?e+?[mn]i;+++++|[mn]di+?ku+?cit+?ir+?e+?[mn]i;+++++|[mn]di+?ku+?cit+?ir+?e+?[mn]i
38	cilemedzo	884	ok	+++|ci+?[(^0)(*0)(&0)∅]?+?le[mn]e(dz)+?o;+++|ci+?[(^0)(*0)(&0)∅]?+?le[mn]e(dz)+?o;++|ci+?le[mn]e(dz)+?o
39	kaoneka	561	ok	++++|ka+?[(^0)(*0)(&0)∅]?+?o[mn]+?ek+?a;+++|ka+?o[mn]+?ek+?a
40	cikhadacita	30	ok	-
41	mang'anja	35	ok	-
42	kuphatana	218	ok	++++|ku+?[(^0)(*0)(&0)∅]?+?(ph)at+?a[mn]+?a;+++|ku+?(ph)at+?a[mn]+?a
43	mathupi	44	ok	++|[mn]a+?[(^0)(*0)(&0)∅]?+?(th)upi;++|[mn]a+?[(^0)(*0)(&0)∅]?+?(th)upi;++|[mn]a+?[(^0)(*0)(&0)∅]?+?(th)upi;+|[mn]a+?(th)upi
44	khu	1	ok	-
45	anyakucena	415	ok	-
46	aoneratu	22	ok	+++++|a+?[(^0)(*0)(&0)∅]?+?o[mn]+?er+?a+?tu;++++|a+?o[mn]+?er+?a+?tu
47	mabongwe	29	ok	++|[mn]a+?[(^0)(*0)(&0)∅]?+?bo[mn]gwe;++|[mn]a+?[(^0)(*0)(&0)∅]?+?bo[mn]gwe;++|[mn]a+?[(^0)(*0)(&0)∅]?+?bo[mn]gwe;+|[mn]a+?bo[mn]gwe
48	ndisakupanga	62	ok	++++|[mn]di+?sa+?ku+?pa[mn]g+?a;++++|[mn]di+?sa+?ku+?pa[mn]g+?a;++++|[mn]di+?sa+?ku+?pa[mn]g+?a
49	acita	14	ok	+++|a+?[(^0)(*0)(&0)∅]?+?cit+?a;++|a+?cit+?a
50	aikhe	5	ok	++|a+?i(kh)+?e;++|a+?i(kh)+?e;++|a+?i(kh)+?e
51	anyakuidiwa	8744	TIMEOUT	-
52	akukhulupirika	1021	ok	++++|a+?ku+?(kh)ulupir+?ik+?a;++++|a+?ku+?(kh)ulupir+?ik+?a;++++|a+?ku+?(kh)ulupir+?ik+?a
53	pidan'gumanawo	0	SKIPPED	-
54	asacitambo	482	ok	+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?cit+?a+?[mn]bo;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?cit+?a+?[mn]bo;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?cit+?a+?[mn]bo;++++|a+?sa+?cit+?a+?[mn]bo;++++|a+?sa+?cit+?a+?[mn]bo;++++|a+?sa+?cit+?a+?[mn]bo
55	matsuphu	5	ok	++|[mn]a+?[(^0)(*0)(&0)∅]?+?(ts)u(ph)u;++|[mn]a+?[(^0)(*0)(&0)∅]?+?(ts)u(ph)u;++|[mn]a+?[(^0)(*0)(&0)∅]?+?(ts)u(ph)u;+|[mn]a+?(ts)u(ph)u
56	aebereu	6	ok	-
57	kazi	56	ok	+|[(^0)(*0)(&0)∅]?+?kazi;+|[(^0)(*0)(&0)∅]?+?kazi;+|[(^0)(*0)(&0)∅]?+?kazi;+|[(^0)(*0)(&0)∅]?+?kazi;+|[(^0)(*0)(&0)∅]?+?kazi
58	khumi	31	ok	+|[(^0)(*0)(&0)∅]?+?(kh)u[mn]i;+|[(^0)(*0)(&0)∅]?+?(kh)u[mn]i;|(kh)u[mn]i
59	pironda	19	ok	++|pi+?[(^0)(*0)(&0)∅]?+?ro[mn]da;++|pi+?[(^0)(*0)(&0)∅]?+?ro[mn]da;+|pi+?ro[mn]da
60	tichululireni	907	ok	-
61	mwanditambira	6113	TIMEOUT	-
62	pulumuk	104	ok	-
63	nsanza	15	ok	+|[mn]+?sa[mn]za;+|[mn]+?sa[mn]za;+|[mn]+?sa[mn]za
64	mwadidi	205	ok	+|[mn]w+?adidi;+|[mn]w+?adidi;+|[mn]w+?adidi
65	aacenjedza	182	ok	++++|a+?a+?[(^0)(*0)(&0)∅]?+?ce[mn]je(dz)+?a;++++|a+?a+?[(^0)(*0)(&0)∅]?+?ce[mn]je(dz)+?a;++++|a+?a+?[(^0)(*0)(&0)∅]?+?ce[mn]je(dz)+?a;+++|a+?a+?ce[mn]je(dz)+?a;+++|a+?a+?ce[mn]je(dz)+?a;+++|a+?a+?ce[mn]je(dz)+?a;+++|a+?a+?ce[mn]je(dz)+?a;+++|a+?a+?ce[mn]je(dz)+?a
66	anfuna	37	ok	+++|a+?[mn]+?fu[mn]+?a;+++|a+?[mn]+?fu[mn]+?a
67	zinati	72	ok	++|zi+?[mn]a+?ti
68	tayiwa	147	ok	-
69	kacikairi	5759	TIMEOUT	-
70	amebzala	35	ok	+|a+?[mn]e(bz)ala
71	idasiya	16	ok	++++|i+?da+?[(^0)(*0)(&0)∅]?+?siy+?a;++++|i+?da+?[(^0)(*0)(&0)∅]?+?siy+?a;+++|i+?da+?siy+?a;+++|i+?da+?siy+?a
72	musaabera	1319	ok	+++++|[mn]u+?sa+?a+?b+?er+?a;+++++|[mn]u+?sa+?a+?b+?er+?a;+++++|[mn]u+?sa+?a+?b+?er+?a;+++++|[mn]u+?sa+?a+?b+?er+?a;++++|[mn]u+?sa+?a+?ber+?a;++++|[mn]u+?sa+?a+?ber+?a;++++|[mn]u+?sa+?a+?ber+?a;++++|[mn]u+?sa+?a+?ber+?a
73	anatambira	2534	ok	+++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?ta[mn]b+?ir+?a;+++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?ta[mn]b+?ir+?a;+++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?ta[mn]b+?ir+?a;++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?ta[mn]bir+?a;++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?ta[mn]bir+?a;++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?ta[mn]bir+?a;++++|a+?[mn]a+?ta[mn]b+?ir+?a;++++|a+?[mn]a+?ta[mn]b+?ir+?a;++++|a+?[mn]a+?ta[mn]b+?ir+?a;+++|a+?[mn]a+?ta[mn]bir+?a;+++|a+?[mn]a+?ta[mn]bir+?a;+++|a+?[mn]a+?ta[mn]bir+?a
74	makumaxanu	15	ok	-
75	adafuntu	12	ok	+|a+?dafu[mn]tu
76	pagumanika	1947	ok	+++++|p+?a+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]+?ik+?a;++++|p+?a+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]ik+?a;++++|p+?a+?gu[mn]a[mn]+?ik+?a;+++|p+?a+?gu[mn]a[mn]ik+?a
77	maputu	6	ok	++|[mn]a+?[(^0)(*0)(&0)∅]?+?putu;++|[mn]a+?[(^0)(*0)(&0)∅]?+?putu;++|[mn]a+?[(^0)(*0)(&0)∅]?+?putu;+|[mn]a+?putu
78	mbakhandya	95	ok	+++++|[mn]b+?a+?(kh)a+?[mn]+?dy+?a;+++++|[mn]b+?a+?(kh)a+?[mn]+?dy+?a;+++++|[mn]b+?a+?(kh)a+?[mn]+?dy+?a;+++++|[mn]b+?a+?(kh)a+?[mn]+?dy+?a;+++++|[mn]b+?a+?(kh)a+?[mn]+?dy+?a;+++++|[mn]b+?a+?(kh)a+?[mn]+?dy+?a
79	belizibu	2	ok	-
80	ibdzi	51	ok	-
81	mangwana	1358	ok	+++++|[mn]+?a+?[mn]+?gw+?a[mn]+?a;+++++|[mn]+?a+?[mn]+?gw+?a[mn]+?a;|[mn]a[mn]gwa[mn]a
82	masakhu	12	ok	++|[mn]a+?[(^0)(*0)(&0)∅]?+?sa(kh)u;++|[mn]a+?[(^0)(*0)(&0)∅]?+?sa(kh)u;++|[mn]a+?[(^0)(*0)(&0)∅]?+?sa(kh)u;+|[mn]a+?sa(kh)u
83	citika	96	ok	++|ci+?[(^0)(*0)(&0)∅]?+?tika;++|ci+?[(^0)(*0)(&0)∅]?+?tika;++|ci+?[(^0)(*0)(&0)∅]?+?tika
84	wacitatu	15	ok	+++++|w+?a+?[(^0)(*0)(&0)∅]?+?cit+?a+?tu;++++|w+?a+?cit+?a+?tu;++++|wa+?[(^0)(*0)(&0)∅]?+?cit+?a+?tu;+++|wa+?cit+?a+?tu
85	ndinakupasa	97	ok	++++|[mn]di+?[mn]a+?ku+?pas+?a;++++|[mn]di+?[mn]a+?ku+?pas+?a;++++|[mn]di+?[mn]a+?ku+?pas+?a
86	nzawo	255	ok	+|[(^0)(*0)(&0)∅]?+?[mn]zawo;+|[(^0)(*0)(&0)∅]?+?[mn]zawo;+|[(^0)(*0)(&0)∅]?+?[mn]zawo
87	amulukule	184	ok	-
88	asabvesera	1129	ok	++++++|a+?sa+?[(^0)(*0)(&0)∅]?+?(bv)+?es+?er+?a;++++++|a+?sa+?[(^0)(*0)(&0)∅]?+?(bv)+?es+?er+?a;++++++|a+?sa+?[(^0)(*0)(&0)∅]?+?(bv)+?es+?er+?a;+++++|a+?sa+?(bv)+?es+?er+?a;+++++|a+?sa+?(bv)+?es+?er+?a;+++++|a+?sa+?(bv)+?es+?er+?a;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?(bv)es+?er+?a;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?(bv)es+?er+?a;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?(bv)es+?er+?a;++++|a+?sa+?(bv)es+?er+?a;++++|a+?sa+?(bv)es+?er+?a;++++|a+?sa+?(bv)es+?er+?a
89	supada	6	ok	+|[(^0)(*0)(&0)∅]?+?supada;+|[(^0)(*0)(&0)∅]?+?supada;+|[(^0)(*0)(&0)∅]?+?supada
90	musapwaza	85	ok	++++|[mn]u+?sa+?[(^0)(*0)(&0)∅]?+?pwaz+?a;++++|[mn]u+?sa+?[(^0)(*0)(&0)∅]?+?pwaz+?a;+++|[mn]u+?sa+?pwaz+?a;+++|[mn]u+?sa+?pwaz+?a
91	padakhonda	34	ok	+++++|p+?a+?da+?[(^0)(*0)(&0)∅]?+?(kh)o[mn]d+?a;++++|p+?a+?da+?(kh)o[mn]d+?a;++++|pa+?da+?[(^0)(*0)(&0)∅]?+?(kh)o[mn]d+?a;++++|pa+?da+?[(^0)(*0)(&0)∅]?+?(kh)o[mn]d+?a;+++|pa+?da+?(kh)o[mn]d+?a;+++|pa+?da+?(kh)o[mn]d+?a
92	ikulu	3	ok	+|i+?kulu
93	akhazuwika	379	ok	-
94	ikhagumanika	1047	ok	+++++|i+?(kh)a+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]+?ik+?a;++++|i+?(kh)a+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]ik+?a;++++|i+?(kh)a+?gu[mn]a[mn]+?ik+?a;+++|i+?(kh)a+?gu[mn]a[mn]ik+?a
95	panayikha	58	ok	++++|pa+?[mn]a+?y+?i(kh)+?a
96	kumadokero	5900	ok	++++|ku+?[mn]a+?dok+?er+?o
97	ndabvala	30	ok	++++|[mn]+?da+?[(^0)(*0)(&0)∅]?+?(bv)al+?a;++++|[mn]+?da+?[(^0)(*0)(&0)∅]?+?(bv)al+?a;++++|[mn]+?da+?[(^0)(*0)(&0)∅]?+?(bv)al+?a;++++|[mn]+?da+?[(^0)(*0)(&0)∅]?+?(bv)al+?a;++++|[mn]d+?a+?[(^0)(*0)(&0)∅]?+?(bv)al+?a;+++|[mn]+?da+?(bv)al+?a;+++|[mn]+?da+?(bv)al+?a;+++|[mn]+?da+?(bv)al+?a;+++|[mn]+?da+?(bv)al+?a;+++|[mn]d+?a+?(bv)al+?a
98	pikhadka	16	ok	-
99	zingasi	144	ok	+++|z+?i[mn]+?gas+?i;+++|z+?i[mn]+?gas+?i;+++|zi+?[mn]+?gas+?i;+++|zi+?[mn]+?gas+?i;+++|zi+?[mn]+?gas+?i;+++|zi+?[mn]+?gas+?i;+++|zi+?[mn]+?gas+?i
100	yathu	2	ok	++|y+?a+?(th)u
101	kugumanya	38	ok	+++|ku+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]y+?a;++|ku+?gu[mn]a[mn]y+?a
102	note	3	ok	-
103	ndiwedi	123	ok	++|[mn]d+?iwe+?di;++|[mn]d+?iwe+?di;++|[mn]d+?iwe+?di;++|[mn]d+?iwe+?di
104	uperekentsembe	53	ok	-
105	anagumanyikana	4486	ok	++++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]y+?ik+?a[mn]+?a;++++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]y+?ik+?a[mn]+?a;++++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?gu[mn]a[mn]y+?ik+?a[mn]+?a;+++++|a+?[mn]a+?gu[mn]a[mn]y+?ik+?a[mn]+?a;+++++|a+?[mn]a+?gu[mn]a[mn]y+?ik+?a[mn]+?a;+++++|a+?[mn]a+?gu[mn]a[mn]y+?ik+?a[mn]+?a
106	anakwangisani	5338	TIMEOUT	-
107	tifungulerinimbo	723	ok	-
108	manyerezero	996	ok	+++|[mn]a+?[(^0)(*0)(&0)∅]?+?[mn]yerezer+?o;+++|[mn]a+?[(^0)(*0)(&0)∅]?+?[mn]yerezer+?o;++|[mn]a+?[(^0)(*0)(&0)∅]?+?[mn]yerezero;++|[mn]a+?[(^0)(*0)(&0)∅]?+?[mn]yerezero;++|[mn]a+?[mn]yerezer+?o;+|[mn]a+?[mn]yerezero
109	mang	4	ok	-
110	aantawira	818	ok	++++|a+?a+?[mn]+?tawir+?a;++++|a+?a+?[mn]+?tawir+?a;++++|a+?a+?[mn]+?tawir+?a;++++|a+?a+?[mn]+?tawir+?a;++++|a+?a+?[mn]+?tawir+?a;++++|a+?a+?[mn]+?tawir+?a
111	aufuza	23	ok	+++|a+?u+?fuz+?a;+++|a+?u+?fuz+?a
112	munagumanika	5973	TIMEOUT	-
113	anakadzi	709	ok	-
114	pikhanyerezera	356	ok	++++|pi+?(kh)a+?[(^0)(*0)(&0)∅]?+?[mn]yerezer+?a;+++|pi+?(kh)a+?[mn]yerezer+?a
115	mulomowa	1291	ok	-
116	abaramu	6	ok	-
117	watani	197	ok	-
118	mbathaukira	540	ok	-
119	saka	5	ok	-
120	kariote	20	ok	-
121	kaphesa	230	ok	++++|ka+?[(^0)(*0)(&0)∅]?+?(ph)+?es+?a;+++|ka+?(ph)+?es+?a
122	anakupasani	2970	ok	+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i;+++++|a+?[mn]a+?ku+?pas+?a+?[mn]i
123	mbugawika	707	ok	+++++|[mn]b+?u+?[(^0)(*0)(&0)∅]?+?gaw+?ik+?a;+++++|[mn]b+?u+?[(^0)(*0)(&0)∅]?+?gaw+?ik+?a;+++++|[mn]b+?u+?[(^0)(*0)(&0)∅]?+?gaw+?ik+?a;++++|[mn]b+?u+?gaw+?ik+?a;++++|[mn]b+?u+?gaw+?ik+?a;++++|[mn]b+?u+?gaw+?ik+?a
124	njani	349	ok	-
125	pimbverere	39	ok	++++|pi+?[mn]+?(bv)er+?er+?e;++++|pi+?[mn]+?(bv)er+?er+?e
126	lungula	24	ok	-
127	andigweza	60	ok	-
128	ninivi	40	ok	-
129	mbadya	24	ok	++++|[mn]b+?a+?[(^0)(*0)(&0)∅]?+?dy+?a;++++|[mn]b+?a+?[(^0)(*0)(&0)∅]?+?dy+?a;++++|[mn]b+?a+?[(^0)(*0)(&0)∅]?+?dy+?a;+++|[mn]b+?a+?dy+?a;+++|[mn]b+?a+?dy+?a;+++|[mn]b+?a+?dy+?a
130	m'phya	0	SKIPPED	-
131	nyakatangale	253	ok	+|[(^0)(*0)(&0)∅]?+?[mn]yakata[mn]gale;+|[(^0)(*0)(&0)∅]?+?[mn]yakata[mn]gale;+|[(^0)(*0)(&0)∅]?+?[mn]yakata[mn]gale
132	umbwera-umbwera	0	SKIPPED	-
133	infera	149	ok	-
134	ndhuzi	26	ok	-
135	anakoya	39	ok	++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?koy+?a;++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?koy+?a;++++|a+?[mn]a+?[(^0)(*0)(&0)∅]?+?koy+?a;+++|a+?[mn]a+?koy+?a;+++|a+?[mn]a+?koy+?a;+++|a+?[mn]a+?koy+?a
136	zioneke	24	ok	-
137	pandzidzi	897	ok	++++|pa+?[mn]+?(dz)+?i(dz)+?i;++++|pa+?[mn]+?(dz)+?i(dz)+?i;++++|pa+?[mn]+?(dz)+?i(dz)+?i;++++|pa+?[mn]+?(dz)+?i(dz)+?i;++++|pa+?[mn]+?(dz)+?i(dz)+?i;++|pa+?[mn]+?(dz)i(dz)i;++|pa+?[mn]+?(dz)i(dz)i;++|pa+?[mn]+?(dz)i(dz)i;++|pa+?[mn]+?(dz)i(dz)i;++|pa+?[mn]+?(dz)i(dz)i;++|pa+?[mn]+?(dz)i(dz)i;++|pa+?[mn]+?(dz)i(dz)i
138	asadwala	27	ok	++++|a+?sa+?[(^0)(*0)(&0)∅]?+?dwal+?a;++++|a+?sa+?[(^0)(*0)(&0)∅]?+?dwal+?a;++++|a+?sa+?[(^0)(*0)(&0)∅]?+?dwal+?a;+++|a+?sa+?dwal+?a;+++|a+?sa+?dwal+?a;+++|a+?sa+?dwal+?a
139	uiriwawo	1094	ok	-
140	zace	3	ok	++|z+?a+?ce
141	tambir	86	ok	-
142	pyace	4	ok	++|py+?a+?ce
143	asakwanisa	2345	ok	++++++|a+?[(^0)(*0)(&0)∅]?+?sak+?w+?a[mn]+?is+?a;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?kwa[mn]+?is+?a;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?kwa[mn]+?is+?a;+++++|a+?sa+?[(^0)(*0)(&0)∅]?+?kwa[mn]+?is+?a;+++++|a+?sak+?w+?a[mn]+?is+?a;++++|a+?sa+?[(^0)(*0)(&0)∅]?+?kwa[mn]is+?a;++++|a+?sa+?[(^0)(*0)(&0)∅]?+?kwa[mn]is+?a;++++|a+?sa+?[(^0)(*0)(&0)∅]?+?kwa[mn]is+?a;++++|a+?sa+?kwa[mn]+?is+?a;++++|a+?sa+?kwa[mn]+?is+?a;++++|a+?sa+?kwa[mn]+?is+?a;+++|a+?sa+?kwa[mn]is+?a;+++|a+?sa+?kwa[mn]is+?a;+++|a+?sa+?kwa[mn]is+?a
144	kulekererwa	737	ok	-
145	ang'onong'ono	285	ok	-
146	n'tima	0	SKIPPED	-
147	yatoma	37	ok	++++|y+?a+?[(^0)(*0)(&0)∅]?+?to[mn]+?a;++++|y+?a+?t+?o[mn]+?a;+++|y+?a+?to[mn]+?a
148	zisakhala	36	ok	++++|zi+?sa+?[(^0)(*0)(&0)∅]?+?(kh)al+?a;+++|zi+?sa+?(kh)al+?a
149	kanyindirwa	4721	ok	++++|ka+?[(^0)(*0)(&0)∅]?+?[mn]yi[mn]dir+?w+?a;+++|ka+?[mn]yi[mn]dir+?w+?a
150	kucenembo	241	ok	++++|ku+?[(^0)(*0)(&0)∅]?+?ce[mn]+?e+?[mn]bo;++++|ku+?[(^0)(*0)(&0)∅]?+?ce[mn]+?e+?[mn]bo;+++|ku+?ce[mn]+?e+?[mn]bo;+++|ku+?ce[mn]+?e+?[mn]bo
151	nkodzi	289	ok	-
152	ndiizi	96	ok	-
153	maiwace	8	ok	-
154	ubodzi	363	ok	+|[(^0)(*0)(&0)∅]?+?ubo(dz)i;+|[(^0)(*0)(&0)∅]?+?ubo(dz)i
155	akhathasika	147	ok	++++|a+?(kh)a+?[(^0)(*0)(&0)∅]?+?(th)asik+?a;++++|a+?(kh)a+?[(^0)(*0)(&0)∅]?+?(th)asik+?a;++++|a+?(kh)a+?[(^0)(*0)(&0)∅]?+?(th)asik+?a;+++|a+?(kh)a+?(th)asik+?a;+++|a+?(kh)a+?(th)asik+?a;+++|a+?(kh)a+?(th)asik+?a
156	mbasaka	26	ok	++++|[mn]b+?a+?[(^0)(*0)(&0)∅]?+?sak+?a;++++|[mn]b+?a+?[(^0)(*0)(&0)∅]?+?sak+?a;++++|[mn]b+?a+?[(^0)(*0)(&0)∅]?+?sak+?a;+++|[mn]b+?a+?sak+?a;+++|[mn]b+?a+?sak+?a;+++|[mn]b+?a+?sak+?a
157	onesa	45	ok	-
158	pisakwanisika	9844	TIMEOUT	-
159	kalonga	40	ok	-
160	nsuo	20	ok	-
161	kamero	649	ok	++++|ka+?[(^0)(*0)(&0)∅]?+?[mn]+?er+?o;++++|ka+?[(^0)(*0)(&0)∅]?+?[mn]+?er+?o;+++|ka+?[(^0)(*0)(&0)∅]?+?[mn]er+?o;+++|ka+?[(^0)(*0)(&0)∅]?+?[mn]er+?o;+++|ka+?[mn]+?er+?o;++|ka+?[mn]er+?o
